id_recomendacion,id_solicitud,id_trabajador,score_relevancia,distancia_km,motivo_top,precio_estimado,precio_propuesto,explicacion,es_asignado
1,31,10,0.26,0.2,calificacion,278930,317178,Recomendado por calificacion; exp 5 años; distancia 0.2 km; rating 3.67,False
225,128,34,0.828,2.48,tarifa,154752,74083,Recomendado por tarifa; exp 4 años; distancia 2.48 km; rating 4.62,False
226,141,204,0.261,1.33,cercania,178477,209750,Recomendado por cercania; exp 5 años; distancia 1.33 km; rating 5,False
227,94,22,0.291,3.24,tarifa,79204,115650,Recomendado por tarifa; exp 0 años; distancia 3.24 km; rating 4.21,True
228,16,175,0.607,4.64,cercania,154876,76113,Recomendado por cercania; exp 3 años; distancia 4.64 km; rating 4.13,False
229,24,216,0.453,0.52,tarifa,77597,42263,Recomendado por tarifa; exp 9 años; distancia 0.52 km; rating 3.79,False
230,165,101,0.735,2.78,calificacion,144725,163840,Recomendado por calificacion; exp 12 años; distancia 2.78 km; rating 4.72,False
231,110,101,0.201,2.24,cercania,293353,305406,Recomendado por cercania; exp 12 años; distancia 2.24 km; rating 4.72,False
232,124,141,0.629,0.85,cercania,154438,267519,Recomendado por cercania; exp 6 años; distancia 0.85 km; rating 4.05,False
233,11,33,0.566,4.62,experiencia,105115,97727,Recomendado por experiencia; exp 2 años; distancia 4.62 km; rating 4.67,False
234,13,191,0.287,8.14,calificacion,182843,203691,Recomendado por calificacion; exp 10 años; distancia 8.14 km; rating 4.27,False
235,14,154,0.254,2.82,calificacion,145931,101593,Recomendado por calificacion; exp 7 años; distancia 2.82 km; rating 3.81,False
236,12,66,0.708,6.98,calificacion,73907,100176,Recomendado por calificacion; exp 5 años; distancia 6.98 km; rating 4.66,True
237,53,180,0.137,3.77,tarifa,166996,224515,Recomendado por tarifa; exp 2 años; distancia 3.77 km; rating 3.99,False
238,177,21,0.283,3.17,calificacion,93442,92399,Recomendado por calificacion; exp 7 años; distancia 3.17 km; rating 3.62,False
239,100,215,0.445,3.61,experiencia,285022,442757,Recomendado por experiencia; exp 10 años; distancia 3.61 km; rating 4.4,True
240,64,202,0.422,0.97,calificacion,90912,49951,Recomendado por calificacion; exp 9 años; distancia 0.97 km; rating 4.46,False
241,168,87,0.71,2.76,tarifa,93036,94837,Recomendado por tarifa; exp 2 años; distancia 2.76 km; rating 3.89,False
242,49,215,0.181,3.28,tarifa,268451,218003,Recomendado por tarifa; exp 10 años; distancia 3.28 km; rating 4.4,True
243,115,41,0.56,2.26,cercania,147798,125379,Recomendado por cercania; exp 3 años; distancia 2.26 km; rating 3.82,True
244,126,43,0.843,3.72,calificacion,188576,226934,Recomendado por calificacion; exp 7 años; distancia 3.72 km; rating 4.68,False
245,178,142,0.682,2.64,calificacion,154438,185402,Recomendado por calificacion; exp 3 años; distancia 2.64 km; rating 3.3,True
246,31,101,0.818,4.84,tarifa,278930,149093,Recomendado por tarifa; exp 12 años; distancia 4.84 km; rating 4.72,False
247,133,11,0.267,2.06,tarifa,184088,188380,Recomendado por tarifa; exp 2 años; distancia 2.06 km; rating 3.81,False
248,178,18,0.478,3.14,experiencia,154438,207735,Recomendado por experiencia; exp 7 años; distancia 3.14 km; rating 4.32,False
249,11,170,0.254,6.12,experiencia,105115,86949,Recomendado por experiencia; exp 5 años; distancia 6.12 km; rating 4.82,False
250,12,185,0.667,4.15,calificacion,73907,74855,Recomendado por calificacion; exp 2 años; distancia 4.15 km; rating 3.37,False
251,90,111,0.421,3.88,experiencia,287808,386306,Recomendado por experiencia; exp 9 años; distancia 3.88 km; rating 4.29,False
252,130,56,0.424,3.44,tarifa,165807,223335,Recomendado por tarifa; exp 9 años; distancia 3.44 km; rating 4.65,True
253,113,25,0.299,4.5,experiencia,261129,187380,Recomendado por experiencia; exp 2 años; distancia 4.5 km; rating 3.91,True
254,82,10,0.469,3.56,cercania,287229,304201,Recomendado por cercania; exp 5 años; distancia 3.56 km; rating 3.67,False
255,44,129,0.25,2.24,experiencia,165807,182587,Recomendado por experiencia; exp 1 años; distancia 2.24 km; rating 4.63,True
256,1,198,0.524,4.85,experiencia,164500,179113,Recomendado por experiencia; exp 0 años; distancia 4.85 km; rating 4.41,False
257,10,185,0.665,2.62,tarifa,83188,82013,Recomendado por tarifa; exp 2 años; distancia 2.62 km; rating 3.37,False
258,166,101,0.506,2.44,experiencia,293353,392723,Recomendado por experiencia; exp 12 años; distancia 2.44 km; rating 4.72,False
259,157,65,0.458,0.35,experiencia,178477,288143,Recomendado por experiencia; exp 6 años; distancia 0.35 km; rating 4.86,False
260,93,48,0.284,4.75,tarifa,250499,320749,Recomendado por tarifa; exp 0 años; distancia 4.75 km; rating 4.81,False
261,42,75,0.336,2.87,cercania,125999,92575,Recomendado por cercania; exp 4 años; distancia 2.87 km; rating 3.75,False
262,139,74,0.623,4.03,experiencia,94563,93603,Recomendado por experiencia; exp 5 años; distancia 4.03 km; rating 4.82,False
263,108,109,0.727,0.87,tarifa,293353,313081,Recomendado por tarifa; exp 4 años; distancia 0.87 km; rating 3.68,False
264,84,145,0.33,4.65,experiencia,125865,154562,Recomendado por experiencia; exp 0 años; distancia 4.65 km; rating 4.71,False
265,169,199,0.53,0.2,tarifa,93442,59357,Recomendado por tarifa; exp 7 años; distancia 0.2 km; rating 5,False
266,79,58,0.498,1.24,tarifa,230794,271354,Recomendado por tarifa; exp 3 años; distancia 1.24 km; rating 4.26,False
267,160,109,0.471,4.33,experiencia,293353,309483,Recomendado por experiencia; exp 4 años; distancia 4.33 km; rating 3.68,False
268,133,85,0.598,3.92,tarifa,184088,229178,Recomendado por tarifa; exp 15 años; distancia 3.92 km; rating 3.87,False
269,45,80,0.663,6.01,tarifa,169839,163253,Recomendado por tarifa; exp 8 años; distancia 6.01 km; rating 4.81,False
270,51,46,0.704,1.09,experiencia,76825,88248,Recomendado por experiencia; exp 1 años; distancia 1.09 km; rating 4.04,False
271,125,103,0.44,0.39,cercania,125865,91718,Recomendado por cercania; exp 1 años; distancia 0.39 km; rating 3.96,False
272,17,37,0.705,7.46,calificacion,111371,119789,Recomendado por calificacion; exp 7 años; distancia 7.46 km; rating 5,False
273,81,88,0.347,3.33,cercania,278930,317048,Recomendado por cercania; exp 6 años; distancia 3.33 km; rating 4.72,False
274,81,133,0.328,4.8,experiencia,278930,236100,Recomendado por experiencia; exp 7 años; distancia 4.8 km; rating 3.94,False
275,26,193,0.15,5.21,cercania,299500,429730,Recomendado por cercania; exp 5 años; distancia 5.21 km; rating 3.4,False
276,159,135,0.48,4.38,calificacion,111371,140969,Recomendado por calificacion; exp 0 años; distancia 4.38 km; rating 4.54,False
277,64,51,0.426,2.42,cercania,90912,79941,Recomendado por cercania; exp 0 años; distancia 2.42 km; rating 3.77,True
278,98,105,0.186,2.11,calificacion,154552,170790,Recomendado por calificacion; exp 2 años; distancia 2.11 km; rating 4.61,False
279,150,214,0.811,4.76,calificacion,149148,221008,Recomendado por calificacion; exp 2 años; distancia 4.76 km; rating 4.43,False
280,22,123,0.384,3.98,tarifa,125261,132333,Recomendado por tarifa; exp 6 años; distancia 3.98 km; rating 4.67,False
281,29,53,0.583,4.71,cercania,130893,124012,Recomendado por cercania; exp 6 años; distancia 4.71 km; rating 3.83,False
282,127,4,0.744,1.07,calificacion,145931,112153,Recomendado por calificacion; exp 9 años; distancia 1.07 km; rating 3.47,False
283,50,135,0.821,2.54,tarifa,85889,111451,Recomendado por tarifa; exp 0 años; distancia 2.54 km; rating 4.54,False
284,43,38,0.224,1.17,tarifa,236500,162423,Recomendado por tarifa; exp 9 años; distancia 1.17 km; rating 3.31,False
285,70,177,0.546,5.92,calificacion,250499,247678,Recomendado por calificacion; exp 8 años; distancia 5.92 km; rating 4.28,False
286,34,7,0.485,2.96,tarifa,112078,106584,Recomendado por tarifa; exp 4 años; distancia 2.96 km; rating 4.87,False
287,10,87,0.686,2.41,tarifa,83188,65419,Recomendado por tarifa; exp 2 años; distancia 2.41 km; rating 3.89,False
288,88,45,0.493,5.98,tarifa,76825,66079,Recomendado por tarifa; exp 4 años; distancia 5.98 km; rating 4.57,False
289,22,140,0.617,3.73,calificacion,125261,118821,Recomendado por calificacion; exp 5 años; distancia 3.73 km; rating 4.28,False
290,30,30,0.163,4.35,cercania,116445,67501,Recomendado por cercania; exp 7 años; distancia 4.35 km; rating 3.73,True
291,17,46,0.175,1.68,cercania,111371,102431,Recomendado por cercania; exp 1 años; distancia 1.68 km; rating 4.04,True
292,4,107,0.22,4.9,tarifa,230794,172540,Recomendado por tarifa; exp 6 años; distancia 4.9 km; rating 4.22,False
293,85,67,0.312,2.48,cercania,134051,126647,Recomendado por cercania; exp 5 años; distancia 2.48 km; rating 5,False
294,24,18,0.239,0.22,cercania,77597,89661,Recomendado por cercania; exp 7 años; distancia 0.22 km; rating 4.32,False
295,161,114,0.604,4.3,tarifa,287808,412003,Recomendado por tarifa; exp 9 años; distancia 4.3 km; rating 3.96,False
296,48,157,0.814,2.29,cercania,565792,772154,Recomendado por cercania; exp 9 años; distancia 2.29 km; rating 5,False
297,130,5,0.204,7.75,experiencia,165807,219540,Recomendado por experiencia; exp 2 años; distancia 7.75 km; rating 4.15,False
298,180,18,0.661,4.47,experiencia,171848,249114,Recomendado por experiencia; exp 7 años; distancia 4.47 km; rating 4.32,True
299,163,205,0.512,0.73,calificacion,93442,76074,Recomendado por calificacion; exp 6 años; distancia 0.73 km; rating 4.94,False
300,65,145,0.659,2.78,calificacion,299500,207804,Recomendado por calificacion; exp 0 años; distancia 2.78 km; rating 4.71,False
301,42,12,0.673,5.16,cercania,125999,139879,Recomendado por cercania; exp 4 años; distancia 5.16 km; rating 3.45,False
302,111,57,0.386,1.03,cercania,134051,70359,Recomendado por cercania; exp 1 años; distancia 1.03 km; rating 3.79,False
303,93,172,0.133,1.74,calificacion,250499,164899,Recomendado por calificacion; exp 0 años; distancia 1.74 km; rating 3.68,False
304,82,111,0.364,0.71,calificacion,287229,389202,Recomendado por calificacion; exp 9 años; distancia 0.71 km; rating 4.29,False
305,81,116,0.478,4.3,cercania,278930,278673,Recomendado por cercania; exp 7 años; distancia 4.3 km; rating 3.45,False
306,105,97,0.685,4.29,tarifa,125999,106900,Recomendado por tarifa; exp 5 años; distancia 4.29 km; rating 4.2,False
307,119,140,0.386,4.88,cercania,108446,144772,Recomendado por cercania; exp 5 años; distancia 4.88 km; rating 4.28,False
308,82,101,0.403,5.82,cercania,287229,280700,Recomendado por cercania; exp 12 años; distancia 5.82 km; rating 4.72,False
309,170,31,0.289,5.82,cercania,154752,230741,Recomendado por cercania; exp 12 años; distancia 5.82 km; rating 4.9,False
310,39,87,0.409,2.78,calificacion,80352,83940,Recomendado por calificacion; exp 2 años; distancia 2.78 km; rating 3.89,False
311,141,65,0.716,3.32,tarifa,178477,229492,Recomendado por tarifa; exp 6 años; distancia 3.32 km; rating 4.86,False
312,41,188,0.826,3.69,cercania,112078,110180,Recomendado por cercania; exp 2 años; distancia 3.69 km; rating 4.29,False
313,123,98,0.426,4.52,experiencia,176609,218068,Recomendado por experiencia; exp 5 años; distancia 4.52 km; rating 3.7,False
314,4,88,0.388,1.77,tarifa,230794,192211,Recomendado por tarifa; exp 6 años; distancia 1.77 km; rating 4.72,False
315,154,77,0.39,1.2,experiencia,134051,128383,Recomendado por experiencia; exp 16 años; distancia 1.2 km; rating 4.41,False
316,122,28,0.261,4.91,calificacion,93036,95518,Recomendado por calificacion; exp 4 años; distancia 4.91 km; rating 3.95,False
317,81,142,0.506,7.63,calificacion,278930,184501,Recomendado por calificacion; exp 3 años; distancia 7.63 km; rating 3.3,False
318,85,101,0.628,7.23,experiencia,134051,83765,Recomendado por experiencia; exp 12 años; distancia 7.23 km; rating 4.72,False
319,157,63,0.562,3.59,cercania,178477,147340,Recomendado por cercania; exp 7 años; distancia 3.59 km; rating 4.44,False
320,25,118,0.255,3.0,tarifa,343484,223441,Recomendado por tarifa; exp 4 años; distancia 3.0 km; rating 4.6,False
321,69,43,0.677,0.29,calificacion,163243,185322,Recomendado por calificacion; exp 7 años; distancia 0.29 km; rating 4.68,False
322,94,198,0.584,4.4,calificacion,79204,84603,Recomendado por calificacion; exp 0 años; distancia 4.4 km; rating 4.41,False
323,159,151,0.769,0.24,tarifa,111371,92902,Recomendado por tarifa; exp 1 años; distancia 0.24 km; rating 4.4,False
324,155,196,0.217,4.13,cercania,154876,222072,Recomendado por cercania; exp 10 años; distancia 4.13 km; rating 3.61,False
325,16,80,0.318,0.66,tarifa,154876,148128,Recomendado por tarifa; exp 8 años; distancia 0.66 km; rating 4.81,False
326,3,101,0.223,2.92,tarifa,338776,385903,Recomendado por tarifa; exp 12 años; distancia 2.92 km; rating 4.72,True
327,120,192,0.56,3.95,experiencia,285022,263401,Recomendado por experiencia; exp 14 años; distancia 3.95 km; rating 4.0,False
328,81,26,0.189,5.04,tarifa,278930,249219,Recomendado por tarifa; exp 4 años; distancia 5.04 km; rating 3.52,False
329,151,63,0.217,2.84,calificacion,170973,178065,Recomendado por calificacion; exp 7 años; distancia 2.84 km; rating 4.44,False
330,95,42,0.51,1.73,tarifa,139325,190329,Recomendado por tarifa; exp 9 años; distancia 1.73 km; rating 4.16,False
331,102,58,0.142,1.24,calificacion,83188,118244,Recomendado por calificacion; exp 3 años; distancia 1.24 km; rating 4.26,False
332,146,16,0.68,3.5,experiencia,253654,239259,Recomendado por experiencia; exp 2 años; distancia 3.5 km; rating 4.54,False
333,18,18,0.791,4.41,experiencia,125999,157217,Recomendado por experiencia; exp 7 años; distancia 4.41 km; rating 4.32,True
334,93,88,0.7,1.91,tarifa,250499,305443,Recomendado por tarifa; exp 6 años; distancia 1.91 km; rating 4.72,False
335,16,195,0.632,0.2,cercania,154876,189181,Recomendado por cercania; exp 11 años; distancia 0.2 km; rating 5.0,False
336,115,46,0.237,6.3,experiencia,147798,201694,Recomendado por experiencia; exp 1 años; distancia 6.3 km; rating 4.04,True
337,175,199,0.633,5.84,tarifa,187686,197895,Recomendado por tarifa; exp 7 años; distancia 5.84 km; rating 5,True
338,57,47,0.132,7.73,calificacion,145931,117894,Recomendado por calificacion; exp 4 años; distancia 7.73 km; rating 4.34,False
339,163,170,0.361,1.1,cercania,93442,110437,Recomendado por cercania; exp 5 años; distancia 1.1 km; rating 4.82,False
340,179,99,0.495,2.46,experiencia,92894,90838,Recomendado por experiencia; exp 8 años; distancia 2.46 km; rating 3.35,False
341,126,6,0.71,2.52,experiencia,188576,204258,Recomendado por experiencia; exp 7 años; distancia 2.52 km; rating 3.46,False
342,39,180,0.501,5.81,calificacion,80352,81655,Recomendado por calificacion; exp 2 años; distancia 5.81 km; rating 3.99,False
343,131,126,0.615,3.72,calificacion,143669,164006,Recomendado por calificacion; exp 4 años; distancia 3.72 km; rating 4.76,False
344,67,150,0.119,4.2,tarifa,187686,213869,Recomendado por tarifa; exp 11 años; distancia 4.2 km; rating 3.81,False
345,29,17,0.819,2.28,experiencia,130893,140993,Recomendado por experiencia; exp 7 años; distancia 2.28 km; rating 4.47,False
346,146,101,0.784,4.49,calificacion,253654,171285,Recomendado por calificacion; exp 12 años; distancia 4.49 km; rating 4.72,False
347,14,47,0.288,0.79,cercania,145931,115028,Recomendado por cercania; exp 4 años; distancia 0.79 km; rating 4.34,False
348,56,204,0.557,3.76,tarifa,132382,159451,Recomendado por tarifa; exp 5 años; distancia 3.76 km; rating 5,False
349,118,101,0.523,2.04,calificacion,278930,253909,Recomendado por calificacion; exp 12 años; distancia 2.04 km; rating 4.72,False
350,171,76,0.103,3.84,cercania,111371,117590,Recomendado por cercania; exp 7 años; distancia 3.84 km; rating 3.73,False
351,3,78,0.344,4.54,experiencia,338776,308174,Recomendado por experiencia; exp 5 años; distancia 4.54 km; rating 3.67,True
352,95,58,0.607,0.24,calificacion,139325,65835,Recomendado por calificacion; exp 3 años; distancia 0.24 km; rating 4.26,True
353,107,168,0.703,6.4,calificacion,93442,99062,Recomendado por calificacion; exp 0 años; distancia 6.4 km; rating 4.33,True
354,117,199,0.65,3.87,cercania,92894,86880,Recomendado por cercania; exp 7 años; distancia 3.87 km; rating 5,False
355,122,58,0.31,3.85,calificacion,93036,93924,Recomendado por calificacion; exp 3 años; distancia 3.85 km; rating 4.26,False
356,180,202,0.253,5.83,tarifa,171848,197372,Recomendado por tarifa; exp 9 años; distancia 5.83 km; rating 4.46,False
357,8,11,0.357,0.77,cercania,149148,150285,Recomendado por cercania; exp 2 años; distancia 0.77 km; rating 3.81,False
358,12,212,0.232,6.16,calificacion,73907,86114,Recomendado por calificacion; exp 3 años; distancia 6.16 km; rating 3.75,False
359,52,119,0.786,4.57,experiencia,165807,170853,Recomendado por experiencia; exp 9 años; distancia 4.57 km; rating 4.91,False
360,1,211,0.734,5.48,tarifa,164500,178987,Recomendado por tarifa; exp 12 años; distancia 5.48 km; rating 4.73,False
361,13,124,0.452,1.23,tarifa,182843,229383,Recomendado por tarifa; exp 1 años; distancia 1.23 km; rating 4.45,False
362,96,201,0.415,5.63,calificacion,291966,224002,Recomendado por calificacion; exp 0 años; distancia 5.63 km; rating 3.57,False
363,89,138,0.471,3.93,calificacion,82335,100864,Recomendado por calificacion; exp 12 años; distancia 3.93 km; rating 4.27,False
364,38,204,0.644,1.04,tarifa,150516,80689,Recomendado por tarifa; exp 5 años; distancia 1.04 km; rating 5,False
365,111,57,0.286,0.33,calificacion,134051,92342,Recomendado por calificacion; exp 1 años; distancia 0.33 km; rating 3.79,False
366,116,192,0.689,0.2,calificacion,278930,253244,Recomendado por calificacion; exp 14 años; distancia 0.2 km; rating 4.0,False
367,161,34,0.721,0.97,experiencia,287808,235639,Recomendado por experiencia; exp 4 años; distancia 0.97 km; rating 4.62,False
368,147,43,0.676,6.51,tarifa,192484,180321,Recomendado por tarifa; exp 7 años; distancia 6.51 km; rating 4.68,True
369,108,26,0.4,5.5,cercania,293353,287872,Recomendado por cercania; exp 4 años; distancia 5.5 km; rating 3.52,False
370,141,158,0.558,6.07,calificacion,178477,152509,Recomendado por calificacion; exp 3 años; distancia 6.07 km; rating 4.26,False
371,84,116,0.509,1.09,tarifa,125865,116409,Recomendado por tarifa; exp 7 años; distancia 1.09 km; rating 3.45,False
372,90,177,0.163,0.2,tarifa,287808,353419,Recomendado por tarifa; exp 8 años; distancia 0.2 km; rating 4.28,True
373,178,34,0.851,2.11,cercania,154438,74612,Recomendado por cercania; exp 4 años; distancia 2.11 km; rating 4.62,False
374,19,133,0.72,3.1,cercania,170973,214550,Recomendado por cercania; exp 7 años; distancia 3.1 km; rating 3.94,False
375,49,1,0.261,4.67,cercania,268451,274169,Recomendado por cercania; exp 2 años; distancia 4.67 km; rating 4.2,True
376,116,26,0.344,1.34,calificacion,278930,309835,Recomendado por calificacion; exp 4 años; distancia 1.34 km; rating 3.52,False
377,96,64,0.814,2.08,cercania,291966,387664,Recomendado por cercania; exp 12 años; distancia 2.08 km; rating 4.6,False
378,9,113,0.625,2.79,tarifa,289732,306208,Recomendado por tarifa; exp 4 años; distancia 2.79 km; rating 3.88,False
379,26,167,0.391,1.95,tarifa,299500,202968,Recomendado por tarifa; exp 5 años; distancia 1.95 km; rating 4.34,False
380,98,11,0.1,6.28,calificacion,154552,139441,Recomendado por calificacion; exp 2 años; distancia 6.28 km; rating 3.81,False
381,22,78,0.754,2.49,tarifa,125261,76247,Recomendado por tarifa; exp 5 años; distancia 2.49 km; rating 3.67,False
382,87,78,0.296,1.21,tarifa,144542,119893,Recomendado por tarifa; exp 5 años; distancia 1.21 km; rating 3.67,False
383,106,67,0.802,4.05,cercania,182843,184391,Recomendado por cercania; exp 5 años; distancia 4.05 km; rating 5,False
384,114,56,0.623,0.77,tarifa,154411,153850,Recomendado por tarifa; exp 9 años; distancia 0.77 km; rating 4.65,False
385,138,154,0.21,2.75,tarifa,184088,149376,Recomendado por tarifa; exp 7 años; distancia 2.75 km; rating 3.81,True
386,116,61,0.607,3.35,tarifa,278930,263113,Recomendado por tarifa; exp 11 años; distancia 3.35 km; rating 4.59,True
387,40,215,0.295,5.03,tarifa,542500,614718,Recomendado por tarifa; exp 10 años; distancia 5.03 km; rating 4.4,False
388,168,58,0.296,3.08,calificacion,93036,86137,Recomendado por calificacion; exp 3 años; distancia 3.08 km; rating 4.26,False
389,150,180,0.631,3.29,cercania,149148,189229,Recomendado por cercania; exp 2 años; distancia 3.29 km; rating 3.99,True
390,36,63,0.57,2.71,tarifa,155752,61645,Recomendado por tarifa; exp 7 años; distancia 2.71 km; rating 4.44,False
391,179,99,0.511,5.42,cercania,92894,96541,Recomendado por cercania; exp 8 años; distancia 5.42 km; rating 3.35,False
392,9,49,0.1,0.2,cercania,289732,333656,Recomendado por cercania; exp 8 años; distancia 0.2 km; rating 3.63,False
393,171,118,0.298,0.65,experiencia,111371,116628,Recomendado por experiencia; exp 4 años; distancia 0.65 km; rating 4.6,True
394,42,12,0.338,0.33,calificacion,125999,106062,Recomendado por calificacion; exp 4 años; distancia 0.33 km; rating 3.45,False
395,123,15,0.475,5.87,cercania,176609,164863,Recomendado por cercania; exp 5 años; distancia 5.87 km; rating 4.04,False
396,60,80,0.687,3.64,cercania,187686,207739,Recomendado por cercania; exp 8 años; distancia 3.64 km; rating 4.81,False
397,131,7,0.562,5.25,cercania,143669,178274,Recomendado por cercania; exp 4 años; distancia 5.25 km; rating 4.87,False
398,36,134,0.619,6.49,experiencia,155752,118826,Recomendado por experiencia; exp 6 años; distancia 6.49 km; rating 4.16,False
399,123,170,0.594,3.28,cercania,176609,203085,Recomendado por cercania; exp 5 años; distancia 3.28 km; rating 4.82,True
400,33,165,0.449,5.07,cercania,338776,452143,Recomendado por cercania; exp 0 años; distancia 5.07 km; rating 4.34,False
401,64,203,0.466,3.08,experiencia,90912,47427,Recomendado por experiencia; exp 8 años; distancia 3.08 km; rating 4.81,False
402,105,11,0.359,3.01,tarifa,125999,116670,Recomendado por tarifa; exp 2 años; distancia 3.01 km; rating 3.81,True
403,172,190,0.514,4.81,experiencia,93442,83642,Recomendado por experiencia; exp 10 años; distancia 4.81 km; rating 3.92,False
404,33,157,0.773,0.35,experiencia,338776,239826,Recomendado por experiencia; exp 9 años; distancia 0.35 km; rating 5,False
405,134,99,0.494,2.21,tarifa,343484,344094,Recomendado por tarifa; exp 8 años; distancia 2.21 km; rating 3.35,True
406,22,42,0.355,3.08,calificacion,125261,116411,Recomendado por calificacion; exp 9 años; distancia 3.08 km; rating 4.16,False
407,88,90,0.812,4.41,tarifa,76825,54395,Recomendado por tarifa; exp 2 años; distancia 4.41 km; rating 4.76,False
408,99,187,0.582,1.47,experiencia,159316,74310,Recomendado por experiencia; exp 6 años; distancia 1.47 km; rating 4.68,False
409,24,178,0.588,5.44,cercania,77597,73887,Recomendado por cercania; exp 4 años; distancia 5.44 km; rating 5,False
410,69,108,0.252,4.9,calificacion,163243,124412,Recomendado por calificacion; exp 7 años; distancia 4.9 km; rating 3.99,False
411,145,53,0.685,2.01,tarifa,125261,147076,Recomendado por tarifa; exp 6 años; distancia 2.01 km; rating 3.83,False
412,154,167,0.588,2.38,experiencia,134051,115098,Recomendado por experiencia; exp 5 años; distancia 2.38 km; rating 4.34,False
413,177,68,0.682,4.12,calificacion,93442,126497,Recomendado por calificacion; exp 3 años; distancia 4.12 km; rating 4.83,False
414,119,193,0.671,4.49,experiencia,108446,147040,Recomendado por experiencia; exp 5 años; distancia 4.49 km; rating 3.4,False
415,163,205,0.727,0.82,calificacion,93442,135079,Recomendado por calificacion; exp 6 años; distancia 0.82 km; rating 4.94,False
416,124,80,0.393,5.02,calificacion,154438,136820,Recomendado por calificacion; exp 8 años; distancia 5.02 km; rating 4.81,False
417,65,68,0.798,6.58,cercania,299500,270858,Recomendado por cercania; exp 3 años; distancia 6.58 km; rating 4.83,True
418,66,179,0.569,2.88,calificacion,154411,187581,Recomendado por calificacion; exp 12 años; distancia 2.88 km; rating 4.18,False
419,108,40,0.56,2.44,tarifa,293353,499626,Recomendado por tarifa; exp 12 años; distancia 2.44 km; rating 3.84,False
420,122,136,0.23,2.24,calificacion,93036,100689,Recomendado por calificacion; exp 6 años; distancia 2.24 km; rating 3.7,False
421,14,14,0.544,3.92,calificacion,145931,121837,Recomendado por calificacion; exp 5 años; distancia 3.92 km; rating 4.47,True
422,25,213,0.638,2.49,cercania,343484,354851,Recomendado por cercania; exp 0 años; distancia 2.49 km; rating 4.51,True
423,87,82,0.316,2.68,calificacion,144542,170740,Recomendado por calificacion; exp 0 años; distancia 2.68 km; rating 4.27,False
424,91,107,0.345,4.47,experiencia,134051,168756,Recomendado por experiencia; exp 6 años; distancia 4.47 km; rating 4.22,True
425,99,66,0.304,2.64,calificacion,159316,157380,Recomendado por calificacion; exp 5 años; distancia 2.64 km; rating 4.66,False
426,32,13,0.362,3.05,experiencia,178304,223817,Recomendado por experiencia; exp 1 años; distancia 3.05 km; rating 4.55,False
427,57,80,0.396,4.15,tarifa,145931,162765,Recomendado por tarifa; exp 8 años; distancia 4.15 km; rating 4.81,False
428,60,55,0.465,4.18,experiencia,187686,148305,Recomendado por experiencia; exp 3 años; distancia 4.18 km; rating 4.5,False
429,99,206,0.766,3.0,experiencia,159316,150718,Recomendado por experiencia; exp 4 años; distancia 3.0 km; rating 5,False
430,126,155,0.326,3.6,tarifa,188576,132905,Recomendado por tarifa; exp 3 años; distancia 3.6 km; rating 3.61,False
431,100,215,0.245,1.73,cercania,285022,302192,Recomendado por cercania; exp 10 años; distancia 1.73 km; rating 4.4,False
432,179,170,0.285,0.47,calificacion,92894,121332,Recomendado por calificacion; exp 5 años; distancia 0.47 km; rating 4.82,False
433,71,49,0.358,2.07,tarifa,144562,69133,Recomendado por tarifa; exp 8 años; distancia 2.07 km; rating 3.63,False
434,176,214,0.497,3.12,cercania,166996,231519,Recomendado por cercania; exp 2 años; distancia 3.12 km; rating 4.43,False
435,89,123,0.66,1.3,tarifa,82335,98602,Recomendado por tarifa; exp 6 años; distancia 1.3 km; rating 4.67,True
436,66,145,0.897,3.26,tarifa,154411,190967,Recomendado por tarifa; exp 0 años; distancia 3.26 km; rating 4.71,True
437,57,212,0.638,0.2,tarifa,145931,107143,Recomendado por tarifa; exp 3 años; distancia 0.2 km; rating 3.75,False
438,59,32,0.652,2.69,cercania,149825,128595,Recomendado por cercania; exp 8 años; distancia 2.69 km; rating 5,False
439,135,92,0.71,1.41,calificacion,112078,118856,Recomendado por calificacion; exp 1 años; distancia 1.41 km; rating 4.09,False
440,48,65,0.235,1.98,cercania,565792,611796,Recomendado por cercania; exp 6 años; distancia 1.98 km; rating 4.86,False
441,147,60,0.51,2.46,experiencia,192484,245169,Recomendado por experiencia; exp 3 años; distancia 2.46 km; rating 5,False
442,51,198,0.249,2.83,experiencia,76825,69848,Recomendado por experiencia; exp 0 años; distancia 2.83 km; rating 4.41,False
443,119,218,0.23,3.22,experiencia,108446,65092,Recomendado por experiencia; exp 5 años; distancia 3.22 km; rating 3.74,False
444,3,111,0.469,5.1,cercania,338776,224885,Recomendado por cercania; exp 9 años; distancia 5.1 km; rating 4.29,False
445,15,134,0.259,3.42,experiencia,125261,132653,Recomendado por experiencia; exp 6 años; distancia 3.42 km; rating 4.16,False
446,156,150,0.263,1.55,experiencia,144732,131623,Recomendado por experiencia; exp 11 años; distancia 1.55 km; rating 3.81,False
447,64,73,0.143,0.87,tarifa,90912,61540,Recomendado por tarifa; exp 0 años; distancia 0.87 km; rating 4.13,True
448,74,102,0.69,0.72,tarifa,164500,155884,Recomendado por tarifa; exp 7 años; distancia 0.72 km; rating 5,False
449,120,142,0.465,4.75,tarifa,285022,261786,Recomendado por tarifa; exp 3 años; distancia 4.75 km; rating 3.3,False
450,135,172,0.154,4.97,cercania,112078,160055,Recomendado por cercania; exp 0 años; distancia 4.97 km; rating 3.68,False
